content,label
Apple sold FOUR MILLION iPhone 4S's in the first weekend: http://t.co/DdU2qM7O (via @Apple) #phonerecord #twiceiphone4sales,0
RT @JOMANERH: My #twitter age is 234 days 13 hours 41 minutes 16 seconds. Find out yours at http://t.co/MT0VAJwd #twittertime,0
these #chickz on #twitter stay with they #mommy,0
"Stay hungry, stay foolish. Steve Jobs, founder @Apple #WinningWithEL",0
Why do Linux fanatics want to make Windows 8 less secure? http://t.co/OGkaYZO7 #linux #microsoft,0
"The way you can understand
all of the social media
is as the creation of
a new kind of public space.  #MICROSOFT",0
#Twitter: What's happening? #Facebook: What's on your mind? #Myspace: Where is everyone?,0
"I agree with @wellis68 that the ""Hangouts"" on #Google+ are friggin' awesome!",1
Watching this week's episode of Hawaii Five-O. Great use of Windows Phone 7 & SkyDrive. Oh yeah a Dell Inspiron Duo was there too #microsoft,0
"By 4:30pm: For E-Commerce Times, Erika Morphy seeks experts re: #Microsoft ""Playful Learning"": pros/cons for kids: http://t.co/WPO9l63f",0
RT @Grazitti: #Twitter to Reformat All URLs With T.co	http://t.co/jnmnbs9W,0
Check this video out -- Sesame Street and Nat Geo TV coming to Kinect http://t.co/iw7kjQ81 #xbox #kinect #microsoft,0
iOS 5 for iPhone and iPad is Here: Apple's Best Release Yet?  http://t.co/iLYGZ5Ox #ios5 #ios @apple #ipad #tablet,0
--- RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?,1
The Scribble SharePoint Blog: SharePoint 2013 Workflows. Maybe Microsoft can buy Nintex? #Microsoft #SharePoint #SP210 #Workflow #Nintex,0
Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon,0
For all the bookworms out there! http://t.co/Mx2bMy3o #Googles Infinite Bookcase: An Abstract Browser For Limitless Libraries #technews,0
Cat accusing tiger for roaring  #Samsung on @Apple,0
Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is,1
I love my #twitter name.,0
#OmniTouch Projector (which is supported by #Microsoft ) Turns Anything Into a Touchscreen http://t.co/9yt5Y9Ab araclyla @geekosystem,0
"Maybe not the most efficient way to browse, but fun: #Google releases an Infinite Digital Bookcase http://t.co/X1qzeX7f by @MeghanKel",1
"If you need to modify your payment details that are on your phone for the Android Market, go here: http://t.co/z4gS3PxC #Google",0
@nascarwriter right where I left it last week... #iphone4S #Apple @Apple  http://t.co/ksJh8BAS,0
@VSLive What is up with #ATT at #Microsoft?  Full bars in one building and no service in another only 1000 or so feet away?  #vslive,0
#Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo in 2008 | Wish 1 of my ex-employers was lucky like that 2,0
@AsimRang @apple @umber when you upgrade to ios5 there is a section in app store which lets you download anything you have purchased before,0
#Android #Google Official Promo Video Reveals Verizon Wireless Destination http://t.co/xKH7UGY4 #DhilipSiva,0
finally logged back in!!!! what&#39;s up #twitter!!!,0
Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off),-1
#IceCreamSandwich went way and beyond what I expected. Can't wait to get it on my Nexus to play with! #Google,1
RT @kalezo: we strongly recommend students that are following us to sign up for the #imaginecup 2012 contest! http://t.co/ytn5OHym #micr ...,0
@learmonth @Cue improves iMessage + engages @Apple content partners' customers better http://t.co/hhkvlwFB with social activity messaging,0
"RT @Porter_Anderson: ""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" @MikeShatzkin http://t.co/1 ...",0
Digital X Worldwide | Today Is Steve Jobs Day In California @apple http://t.co/QSCHuMIN,0
#Android #Google Samsung Galaxy Nexus release details still in short supply http://t.co/s6A7Y9WT #DhilipSiva,0
Video: SIRI also gets angry. http://t.co/ksX2XZoR  @chrisvoss @apple #apple #siri #iphone4S #Ai,0
Ballmer: Were beating Google in the cloud http://t.co/YFAmguRF #ballmer #google #microsoft #cloud,0
"iPhone 4 S now RESERVATION only, if you want to buy it in an @apple store tomorrow you have to reserve online after 9pm tonight",0
I cannot wait for a new #ICS phone!!! #Google #android,1
RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/AlDicTd1,0
#Google and #Samsung Reveals Galaxy Nexus Phone http://t.co/REnJ0C0Z #mobile #software #android #mobiledevice,0
"How to Keep Up With Over 100,000 #Twitter Followers http://t.co/XD5GST4L for those of you with this many tweeps rock on, i'm not there YET=)",0
"RT @techinciter: Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro  ...",0
New innotive IT program coming to #Dubai featuring @comptia and #Microsoft qualifications http://t.co/a6fLlkgE RT please,0
RT @KnowYourMobile Steve Ballmer says new Windows Phones will launch at Nokia World event | http://t.co/uQghSamj #WP7 #microsoft,0
@apple @AppStore @ihelpline when r u going to provide the ability to password protect iPad email???,0
"""@socialfans: Top Twitter Related Sites http://t.co/JoDmoruF #design"" #twitter",0
@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T,-1
Some people should not post replies in #Google+ threads. Their posts only continue to weaken their creditbility.,0
WHERE THE HECK IS THE @ANDROID SOURCE CODE ?? WTF #GOOGLE,-1
Nice talk by @renatmin #KenyaOpenDoor #microsoft #community,1
#google +1 Stickers came with this month's Adsense cheque . http://t.co/AOFYoJmE,0
"RT @Surface: PC Podcast 39 (#GITEX, #Microsoft #Surface) | http://t.co/RsccE99M http://t.co/EyLVACYn
Hear the latest with @Surface from  ...",0
#Android #Google Samsung Galaxy Nexus hands-on roundup http://t.co/RE1EnpaU #DhilipSiva,0
"Upgrading my #iPad to #iOS5. When @Apple said it could take a couple of hours to install and restore it, they weren't kidding.",0
New Galaxy Nexus: OS Improvements -  Built on Ice Cream Sandwich version of Android #nexus #samsung #google #android bit.ly/nEJbyE,1
RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/BfFAEApW by @MeghanKel,0
RT @To1ne: .@apple thanks for fixing this... http://t.co/wTj1ogDO,1
Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,0
#Microsoft builds a functioning 'holodesk' to interact with digital items - http://t.co/ougSB108 via @TheNextWeb,0
That was a good one(commercial). #microsoft,1
"RT @FuckingShinez: #Twitter = #Dead ""this is why im never on it now""",-1
"Google is rolling out a suite of new changes to its Google Docs service, including 50 new features for ... http://t.co/3j4Vd8WF #Google+",0
#Microsoft #LifeCam NX-3000 #Webcam (Gray) Review http://t.co/zJMHBPH7 #nx3000 #laptopwebcam #notebooks #laptop,0
@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.,-1
Man i love #Twitter!!,0
RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy,0
#SEO Tip:Redirect http://t.co/IWeHzOqX to http://t.co/YQYNjBdy by using 301 redirection. #google #yahoo #bing #web,0
I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail,-1
Three UK to carry Samsung Galaxy Nexus http://t.co/SwvAcbxC  #android #google,0
@JackDavidson95 ill be manager after a week! Yeh joint ownership of #microsoft ahhhhh,0
What do u think of Location Lock's new #twitter #logo? Can u see the cross hairs for when GPS tracking locks on 2 ur fleet vehicle?,0
Yooooooo #twitter ! @NowThatsBASIC_ is the new #AmberCole who wanna go 1st ? ayyeee she does this shit for a living .,0
"Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!",1
Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon Got #Microsoft? http://t.co/DRvKSVF6 #humor #foodie #microsoft,0
Hper #microsoft lager ny releasepartyguide for #mango. #greatsuccess,1
@xwordy iCloud was new; I didn't need weather or stocks but they were there pre #ios5 so I'm not hopeful that this will help @apple,0
Steve Ballmer people need to be computer scientists to figure out how to use #Android phones | @Telegraph http://t.co/B5X0SDgp #Microsoft,0
RT @TreyHob21: #twitter gives everyone that voice that they believe should be heard by people... unlike real life... lol,1
Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/E44Qd1u2 #Twitter,0
#Intervate wins the portals and collaboration partner of the year 2011 #Microsoft #techedafrica,0
"#Microsoft CEO #Steve_Ballmer on Not Buying #Yahoo: Sometimes, Youre Lucky http://t.co/YgISO7xt",0
"Samsung Galaxy Nexus, Android Ice Cream Sandwich unveiled http://t.co/wWrYcM04 #android #google #samsung",0
Good god the camera app in Icecream Sandwich is amazing.. and that camera is FAST!  #samsung #google #android #galaxyNexus,1
Apple Users Get The official Kalifornia Cavi App on your Apple Device now on  - powered by @Apple - Download it free http://t.co/HlGnvlRw,0
"Isn't this a little too much?
http://t.co/ILWPs3f9 #xbox #microsoft #technology",0
Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple,0
"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/qD1bqVm8",0
"#Google Apps vs. #Microsoft #Office 365: ""it is clear that Google Apps should be the top choice"" http://t.co/KDTD4zRe",-1
@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required,1
We need dates! #google #samsung #launchfail,-1
My next phone samsung galaxy nexus. Ice cream sandwich 4.0. #android #google http://t.co/mjYSLzie,0
Updates: Windows Phone 7.5 now available more broadly http://t.co/miMgwgwo #microsoft,0
"#Twitter honey i don't freaking know anymore &gt;&lt;""",0
getn off gn #twitter,0
@PuraGenteBienAv me podrian dar el #face o #twitter del chavito qe siempre traee lentess transparentes le dicn #chicken little x fiiss :),0
#Microsoft Works Suite 2003 Review http://t.co/Yie1rSSz #windowsxphomesoftware #officesuites #family,0
#Linux Licensing in Conflict with Secure Boot Support http://t.co/vAyDRedn #opensource #uefi #microsoft,0
Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple,1
#google #icecream #galaxy #nexus http://t.co/gkoHBpN8,0
woke  up  dis  morning  so  i'm  stil  alive #twitter,0
#microsoft #edu Microsoft's Kinect brings 'playful learning' to the Xbox 360 - The Guardian http://t.co/MW22MJOG,0
My @Apple @macbook keyboard will not type :(,-1
Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6,-1
#Twitter and #Google 'just can't agree' on Realtime Search deal - Computerworld : http://t.co/XNj052NO #av,0
@ScottShipman1 Glad to hear! Hey @Mckellip thank you for the  #Microsoft #Lync video participation #onthebigscreen :) @CoreBTS #CoreAppTech,0
"#Buffalo, #Intel, #Microsoft, #IBM are the best pavilions at #SMAU",1
New tools giving the user the ability to restrict mobile data usage. #Google #Android #ICS,0
I have been watching Captain American movie I will give you what I think of #Google Ice Cream Sandwich going to watch it now,0
"RT @RossMistry: #Microsoft Codename ""Data Explorer"" CTP Coming Next Month  http://t.co/NkhuoM7U #SQLServer #SQL2012 #SQLAzure",0
@Affan Fact! They still do everything better though #google,0
Love the #Microsoft campus!  Love the feeling of the mixer building.  Thanks #vslive bringing the conference here!,1
@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever,-1
RT @Sour_D_Reyyy: @obsexxed69 got one of the dopest blogs on #Twitter and #Tumblr...#RealTalk,0
@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest ping me w/questions #in,0
#microsoft #edu UD School Board seats up for grabs - Delaware County Daily Times http://t.co/YCXCo5kK,0
Is @Apple's voice #tech really as impressive as the net thinks it is? http://t.co/Rbf23CNX #siri,0
ToWhat technological extensivity #Microsoft willProvide the #CloudComputing ? Thanks #MS for Bein aPart ofMy generation http://t.co/bsnbAhBp,0
@brady I am surprised @apple did not think of/anticipate that......,0
Check out this great Blog w/ Tips from #YouSendIt - what 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/eeF3780B @YSI,0
"""Samsung and Google have closely collaborated to push the mobile experience forward. We are pleased to ... http://t.co/ecT8fYIA #Google+",1
"@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do.",-1
#Google #Samsung #GalaxyNexus http://t.co/1C5iEpPk,0
Technology 4 StartUp Britain Week: Attracting Customers With SEO and PPC http://t.co/o7tHRXPr #microsoft,0
#Android #Google Video: Samsung Galaxy Nexus Announcement and Official Promo http://t.co/4ErExB4T #DhilipSiva,0
What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.,-1
"Big mo: In one week, @Apple #iCloud hits 20M users; 25M use #iOS 5 http://t.co/HTpUTBFK via @cnet",0
"So, what is behind that giant silver door at the @apple store? #MacLife",0
"#Microsoft #Cloud Microsoft - Capture the Cloud: ... through the Rookie, Veteran, and All-Star tiers provid... http://t.co/tnxYUxvA #TCN",0
Waiting patiently for me at the @apple store. @Badog420 http://t.co/NaFaeXuh,0
@_ahooten23 welcomee to #twitter,0
"RT @whymicrosoft: Googles Ad revenue for Q3 was 96% of total revenue. So, are #Google customers the commodity being sold to advertisers???",0
How much do @Apples factories cost? | asymco http://t.co/GH0tvqMO,0
"@samsung, @apple, you do realise you're just really pissing off the customer base AS WELL AS looking petty.",-1
Thoughts on Android 4.0 #ICS? Excited to play with the new features. #android #google,1
#Microsoft We support you. Retweet if u support us or want to.,0
Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :),1
"RT @TripLingo: We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",1
So im about to make another #twitter account since this one fucked up,-1
Geek Fact for October 19th - 1998: U.S. Department of Justice antitrust case against #Microsoft began. #geekfact,0
#Everybody on #twitter go in tha.#bathroom and say #bloodymary3 times wit tha light off,0
#MIcrosoft Launches Reseller RewardHub for Resllers http://t.co/scPUl9Yz,0
"Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment",-1
what i love about #GOOGLE it always shows me that am not the only retarded person on this planet when am searching for stupid things :D,1
RT @SAP_MICROSOFT: Follow @whymicrosoft for insight on #Microsoft solutions which drive productivity for people and their organizations,0
"@LegiondaChosen1: Check out ""Big Hit feat. LegiondaChosen1 - I'm On 1 - Freestyle"" - http://t.co/IfxU5Za0 #Google Me!!",0
RT @jblank23: #Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis,0
Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade,-1
"#SEO Tip:Google considers the first lines of the page important.Put menu,headers+important text on top. #google",0
#Microsoft Is Getting More Serious About Daily (#Bing) #Deals http://t.co/yt8AW0gK,0
I just installed Twidroyd for #Twitter on my #Android Phone - It's #Free and you can mute users :) http://t.co/JlrUWRf6,0
Looking at some of the new features of #ICS it looks like #Google got some inspiration from #CyanogenMod.,0
Can someone explain to me how the hell iMessage differs from a text message? @Apple,0
#Microsoft's Steve Ballmer attacks #Android phones (Telegraph) - http://t.co/9wbIy1Er,0
So much garbage. #Twitter,-1
Beam me up #Microsoft! Microsoft has #holoDesk research project: http://t.co/KlMgkh5V,1
Waz Sup #Twitter,0
I cnt get over that shit lol hell naw #Twitter,1
@jowyang it's difficult to pass up #google+ considering the social seo benefits of google+ vs facebook,1
RT @jldavid: iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple),0
http://t.co/VgMYdlDS found article on  http://t.co/UAWHbOLz  Fake #Microsoft scammers lure users into #granting remote access to PCs,0
"RT @Mrgareth: ""Top Three 'playing nice' scores were #Google, #Salesforce and #Xero"" in @itnews_au ""Which #Clouds Play Nice"" report: http ...",1
New #microsoft #WindowsLiveBook V2 Mobile Video + #GraphicsWorkstation http://t.co/LcUvLvAd,0
I just add my profile on the #Google+ WebGL Globe project. Add yours ! http://t.co/UWeYalKb via @AddThis,1
Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/DFFkvnSJ,-1
"RT @tatn: #Google, #Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http://t.co/uY7KWJiY via @CNET #Android",0
... I think I should work for #MelaleucaTheWellnessCompany ... Probably the best company to work for .. oh and #Google,1
- Ima Addicted To #Twitter.,0
#Google has done it again ..... #IceCream Sandwich,1
@apple #siri http://t.co/k7b686hX,0
RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/OshPyV2G,0
Back in the #twitter game,0
"Can search the last 30 days of Gmail, whether connected or not. #Google #Android #ICS",0
BRB #twitter;p,0
@apple Or @Microsoft Buying Out @RIM ?,0
"Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas http://t.co/kkaKFsCH",0
sledgehammer maybe! RT @SkandalasGP Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P,-1
BUILD Windows #Samsung #Slate PC in US #Microsoft Store http://t.co/bm4NeNiT #msdn #bldwin,0
"#Android #Google Samsung Galaxy Nexus launching in US, Europe and Asia this November http://t.co/NLdTU5oY #DhilipSiva",0
"RT @aljonkar: The new Samsung Galaxy nexus..

http://t.co/UtbpXrsj 

#Android
#Samsung 
#Google 
#WoW

CC @kha1989led 
@eisaahmad",0
"Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/gOQgJvvb #microsoft",0
I just add my profile on the #Google+ WebGL Globe project. Add yours ! http://t.co/lpuc3xot va @AddThis,1
"@trisha_ps @iCloud is Cloudy. @apple tech, not very techy.",-1
@cloudnewsindia New Version of #Cloud InTune is Available: Posted on #Windows 7 News...#Microsoft has just released..http://bit.ly/pY0hlZ,0
Good luck to #CPG team RT @MindTree_PR: #MindTree Introduces mPromo #TradePromotion Solution on #Microsoft #Azure http://t.co/aTNnITtt  #CGT,0
Cool Infographic: Perks working for the big techs like #Google & #Facebook | http://t.co/lNEgf7Kn,0
#Twitter #twitter :),1
- My Cute Friend @MelodyBtcc Finally Got A #Twitter :),0
"Ballmer On Not Buying Yahoo: 
http://t.co/ypM4GXf9 

#Microsoft #Yahoo #Skype #Xbox #Google #Bing #Ballmer",0
I wonder if @Apple OSX will get built-in @Twitter @support like iOS5. That would be very helpful at the moment.,0
can't wait for @Spotify and @Apple to integrate with Siri.,0
"Samsung Galaxy Nexus, Google Android 4.0 Live Blog : http://t.co/wwSYXAbn #android #google #mobile #news",0
"@winnipeg_rt @andkatmy #Winnipeg needs better local news coverage, tired of not being in the know Thanks #twitter",0
Fantastic work from #Samsung and #Google on the #GalaxyNexus superphone and the new #Android #ICS. Very impressive.,1
RT @TechEd_NA: Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev  ...,0
Why can't I check just Notes (without mail) on Lion for #iCloud like I do on the iOS devices @apple ?,0
Great video @apple 1987 predicting tablets & a form of #siri at the end of this article RT @jedsinger: (cont) http://t.co/RDBeuCtt,0
JOIN OUR #TT ON #TWITTER FOLLOW @ThisIsYungFRESH & @macDej #TT #RatchetSymptoms,0
"RT @dansaap: At the #VMworld party, looks good but I wonder who are the better dancers; #VMware or #Microsoft employees! ;-)",0
Two Extremes of Touch Interaction #Microsoft #future #fb http://t.co/Di9QkGa5,0
#Ballmer: We're Lucky #Microsoft Didn't Buy #Yahoo: http://t.co/oHbevXdP | #CEO #John #Steve #Web #acquisition #comment #conference,0
"Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone",-1
"Can anyone please explain to us why the #Retweet ""issue"" is happening to many, but not to others? #twitter #tweeting #tweeps",0
How to oranise and sort your emails with the categories feature in #Microsoft #Outlook - http://t.co/NSpqbzFZ,0
"Update : Google Officially calls Android Ice Cream Sandwich, Shouts Android 4.0 http://t.co/zzRuwrSk  #google #ics #android4",0
Hey @apple why is Siri not available for the Mac?,0
RT @Flipbooks: #Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/HIbjxHVD rt @TferThomas #Technology #Tech,0
Installing the Ice Cream Sandwich SDK #android #google,0
My #twitter age is 1 year 325 days 10 hours 18 minutes 7 seconds. Find out yours at http://t.co/0zAtZhKP #twittertime,0
Find & give information about software bugs & help improve #Microsoft products. Apply to become a #Beta Tester http://t.co/OSWEfixz #ITPro,0
Oh yeah I'm in I want one now #Google really did a great job #ICS,1
IHS: iPhone 4S shows key design and component changes. http://t.co/UxfA8Ukg  @apple #apple #iphome4S #ios5,0
RT @AppSenseTechie: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/fCXdU7mA,0
Early cloud #Microsoft partners can qualify for Microsoft Cloud Accelerate! http://t.co/pjkyf0gf,0
"well.....#google's #icecreamsandwich and new accompanying phone are, as usual, neat, but nothing ground-breaking",1
"@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!",-1
"CNET  #Microsoft #OmniTouch allows multitouch input on arbitrary, everyday surfaces (via @andretelles)  http://t.co/fEB4uIMr",0
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/YUydxo1t #PampersHelloApps",0
"RT @Porter_Anderson: ""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" #fbf11 #publaunch @MikeShat ...",0
..... Um why No black people@Apple,0
#Twitter'OFF,0
"RT @LocalJoost: #ICS"" putting people at the heart""? You have GOT to be joking #Google. Now even copying slogans? Ah I get it, THOSE are  ...",0
What's up #twitpeeps? How's every @apple user liking iOS 5?,0
Microsoft bitchslaps VMware in new paper - #Microsoft calls out #VMware for bogus benchmark numbers - http://t.co/dBsMa1Pb,0
Many new features for Android. #NexusPrime #Google,0
DAMN YOU !!! @apple,-1
Register now for your Galaxy Nexus :) http://t.co/37WkIoXC #Android #Google,1
"How I manage my businesses/life: @pivotaltracker, @37signals, @twitter, @googleapps, @apple, @dropbox, @wordpress, @dreamhost THX",0
RT @Charlielace: Instead of updating your #Twitter why don't you update your life!,0
@apple thanks apple for ios 5 and losing all my contacts!,-1
RT @DJTREBEL1: #fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B,0
"#Advertising #Blog Today's blog covers the #IGen and #Google's ""Parisian Love"" Debating with @smarch323 for your votes! http://t.co/x3JY4b2L",0
Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1,1
#Twitter to Reformat All URLs With T.co	http://t.co/WQh2pHEA,0
The new @apple #find my friends app is great.... except the part where you have to log in everytime. Get back to me when this is changed...,0
"Wordd ""@BblowPoundz This #TT was well needed cuz I thought #Twitter was dien.",0
"@allyfish87 leaning that way for battery. Have #Microsoft xbox, media pc and zune so would a Droid fit better? #idk thanks tho :)",0
Soooooo @VerizonWireless... All eyes on you! When can we order? #Nexus #Samsung #Google #ICS,0
There you go - according to http://t.co/4Y8aS4zz #Google+ is builtin to the OS/Nexus line? Smart move :),1
@apple http://t.co/LKm2JzIN,0
SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator -- Posts on Twitter,0
"#Microsoft #Cloud Microsoft, Infosys Partner to Bring Cloud to Enterprises: Speaking to CMSWire before the ... http://t.co/GV1edcvp #TCN",0
#Twitter OFF ,0
"Panorama

#icecreamsandwich #googland #google #android #ics",0
in the theater .. there are are a good 300 ppl here. #guae #google #dubai http://t.co/OjykYcfo,0
"Microsoft releases developer preview of ""Project Roslyn"" compiler http://t.co/igGyeT9S #Microsoft #beta",0
"I've seen a couple of iPhone 4S's already, but still no Windows Phone 7's ... ever! #Microsoft not so hot.",-1
"Okay #Twitter, it'd be muchhh appreciated if you could start working on my computer soon.",-1
Being able to share our thoughts with the world is awesome&gt;&gt;Hooray for #Twitter,0
New Galaxy Nexus: Video looks awesome! #nexus #samsung #google #android bit.ly/nEJbyE,1
How to use Google Alerts to... http://t.co/crMAaAGQ #seo #search #google #hack #sem #it #business #web #marketing #online #yes #hot #winning,0
#Google's #Nexus really i wanna it now #Awesome,1
so #twitter who wants to buy me #lunch?,0
"Can an algorithm be wrong? #Twitter Trends, the specter of #censorship, and our faith in the algorithms around us http://t.co/3NxZT7hd",0
@dwtalker that's some tough competition right there http://t.co/XP9LhjpR #TechWar #Google #Facebook #Apple #Amazon,0
"RT @Assim99: Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology",1
Wow. Lots of negative comments about #windows8 on the @BuildWindows8 blog. I sure hope #Microsoft is listening #keepthedesktop,-1
Ufff... after #Microsoft #MTS11 and #MVP meeting. Was great! #MVPBuzz,0
"Create new folders from within your photo album in #iOS5, finally!! Thanks @Apple, that's been a thorn in my side for a while. #newfeature",1
RT Is @Wahooly the long awaited way to make clear the ROI of #Twitter? http://t.co/rjY5WGr0 #socialmedia /via @socialmedia2day #gosocial,0
"Ballmer also said that the company has a ""variety of different ways"" to respond to Hangouts, the group ... http://t.co/brBjtB86 #Google+",0
"#google #IceCreamSandwich #Samsung #Updates #Android | 
Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/rUkTyUJC",0
"@Apple, @Facebook, @Google and @Amazon battle in...The Great Tech War of 2012 http://t.co/uL9zZKv8 by @fmanjoo",0
#Android #Google Device Frame Generator Updated For Galaxy Nexus - Your Screenshots Just Got Prettier http://t.co/9bWt2W6z #DhilipSiva,1
"#Microsoft #Cloud Windows Intune: Microsoft Offers Cloud Partners New Incentive ...: ... calendar year, whi... http://t.co/ufI0YlL7 #TCN",0
Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich,1
been using #microsoft @office for years? well here are some tips to be more efficient that even you might not know! http://t.co/HnXvwypp,0
@AsimRang @apple @umber the desktop app is wack though,-1
@Apple #RIPSteve RT @davepeck: Steve Jobs and the Seven Rules of Success http://t.co/4nLRLdWy,0
@apple @iphone sold more because its in more retail duhhhh. Also woz is correct people dont want tech answer just simple child like ones ok!,0
@sinanaral: Check out the new #Microsoft #faculty fellows here: http://t.co/2oeNsVG8 poised to change the world! Go @jure !,1
"Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing, #Microsoft s investments paying off",1
"I'm an iOs user but the #ICS is awesome, great job #google",1
#Google Buzz to the junkyard along with four other services including Jaiku http://t.co/XzxMHuuu &gt; liked Jaiku,0
 ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones & their uber useful flashcard apps  ,1
Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/xoLRaueY #microsoft,1
I figgured if my #twitter Lady-Gems friends get new one's that I can too! =) My New Boo http://t.co/dXN6NpIB,0
RT @ScottRockHill: #MIcrosoft Launches Reseller RewardHub for Resllers http://t.co/scPUl9Yz,0
I'm thinking seriously to make my own page in #wikipedia just to find myself in #google.,0
Did you know there is a #Microsoft Learning facebook page where you can find deals and course info #MCTSummitNA,0
Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight,-1
#Google #Cloud Epson Artisan 837: According to Epson you can also upgrade the printer to support Google Clo... http://t.co/D6gFyji3 #TCN,0
"Gonna Crash Out Pretty Tired, Night #Twitter&lt;3",0
Need info - #Microsoft #CRM - then check this out - http://t.co/seRMv1o7,0
Ice Cream Sandwich's Face Unlock really works! http://t.co/2SjN2BzZ #icecreamsandwich #google #galaxynexus,1
@Bla1ze I was referring to #Google & #Icecreamsandwich. It looks amazing. What imo android was missing. I ... http://t.co/rE4nLZgI,1
Ballmer's vision for #Microsoft http://t.co/MWlPnWtM,0
@apple is profiting a min of $400 per 4s.  They sold 4 million this weekend. That's another 1.6 Billion to Apples coffers! #worldRecession?,0
