content,label
"Wind 2.5 km/h SSW. Barometer 1025.1 hPa, Rising slowly. Temperature 13.7 C. Rain today 0.0 mm. Humidity 85%",0
It always suggest news that I don't want to read. Why don't you use my safari search history to optimise your brain???,0
Capering leftists leered and whooped and spouted vile hatred on social media so it was a day like any other really. http://t.co/DjBjESDadh,0
Disney marathon day. Tenang sikit lepat semester quiz  #disneykid #thattimeofsemester https://t.co/ZDpUntWZRh http://t.co/UAxwNeJhtj,1
@jamie_1 I'll be checking this out this weekend ,0
West Projections featuring Deb Bain.-King doing performance and projection in celebration of the https://t.co/loRLrVhOvM,0
@decryption Will a $50 fuel card even get you a take of petrol?,0
"The first @unimelb ""Fun Friday"" co-working event. Great demo's so far. http://t.co/TxJFDe4CR7",1
Flash back! Two years ago at @bmwau @mrctracknews when I sported a bmw car model on my head. Thanks https://t.co/Pd5Zjke35w,1
Was just asked to implement a spinner that goes bloop bloop bloop bloop. I think today just got fun. :),1
@mattdelves bonus points if you make it play a clip of you making that noise while it spins,-1
@jasonkneen if youre using tableviews youre doing it wrong too!,-1
"IF YOU GOT THE TALENT THEN WE NEED YOU!!!
We are currently looking for an exceptional barista to join https://t.co/HW2KdF6qgp",0
"Our girl on her last day of term three!!!
Footy Day &amp; fresh new hair cut! #loveher #WPS https://t.co/kvkuutQj8j",1
Participants practicing telling stories.. #lastconf http://t.co/AoxElWk6ld,0
"Apparently it takes Atlassian 6 months (and counting) to change a single, ill-considered piece of text
https://t.co/UeOeCgo0mn",0
"Wind 2.5 km/h SW. Barometer 1024.9 hPa, Rising slowly. Temperature 14.5 C. Rain today 0.0 mm. Humidity 81%",0
i be missing some bombass food tho @ NSHRY https://t.co/0X2cLGC8rf,-1
Salmon benedict at @sircharlesfitz loving the panko crumbed eggs and salmon rillette  Happy Friday https://t.co/9xtajdcfMZ,1
"@willozap Oh, is that what does it?",0
"Nice to meet you too! #Repost evon609

Yes life is full of unexpected!! Never think i can met the https://t.co/YnXnQg7VWF",1
@GuanoLad  but all those expectations.,0
@DanielNewman Hi Daniel Im truly honored u follow me Im  sorry I dodn't know who you i see ur an actor I'm  going to start watching the VD,-1
"@Dura_Ace @VictoriaPolice really appreciate this happening, even if its just educating people its not OK",-1
Pumpkin Doughnuts with Goats Cheese Ice Cream. @ MJR TOM https://t.co/9OrrkAQlqZ,1
@shenmaxiu @willozap @DrRachie Thanks for the tip :),1
@Neroli_M_FOX hahaha neroli #funny #ohneroli,1
First meal! Excited flippin thru ittenary mcm first time plak dtg.now this definitely goin to the https://t.co/9Szlw5Jb4g,1
@StuTasQ @desplesda @parisba more drink!,1
Cooking up a storm with the Medibank team #genbetter #medibank @sakgf @ Medibank https://t.co/SLezXNqmBT,0
On a cloudy day  @ Flagstaff Gardens https://t.co/8TNDfxADXc,0
"I'm at National Gallery Of Victoria - @ngv_melbourne in Southbank, VIC https://t.co/yCJMJSZxAl",1
"Geez ""No show Morwell Mary"" active on facebook today bagging Labor most work she's done in years.",0
Poetry and porridge for breakfast. Is there anything else?  #journeymancafe #youarewhatyoueat  @ https://t.co/XsaRB9qo1Q,1
"Wind 0.0 km/h ---. Barometer 1024.6 hPa, Falling slowly. Temperature 14.5 C. Rain today 0.0 mm. Humidity 79%",0
"fall back in love, eventually. @ Port Melbourne, Victoria https://t.co/9OZp8SxRvw",1
"$20 burger, chips &amp; stubby of the day. All day, Friday's @tbbb_com_au #SwanStreet #Richmond. https://t.co/vyGsLlLtFw",1
"Friday calls.
Cheeseburger from @entrecotemelb T/A from the #magicmillswynwindow to enjoy at the https://t.co/l0psQ066po",1
... but the highlight of my time in melbourne was when my HUSBAND took me https://t.co/L14mJQG7yC,-1
Happy birthday to me! From @tne_melb new menu comes this flourless chocolate cake with fig and https://t.co/5UAReG8ABf,1
This weeks stubbie to go with our Friday Special is the awesome 'Hawthorn Pale Ale'. $20 BURGER + https://t.co/DrFGFr16MG,1
"Asked for a pig, but somehow got a hybrid.  @ Baba Sus https://t.co/rC5AvIdfRQ",1
The negative impact of discounting: the stark data #PBN2015 http://t.co/UwCK4psykS,-1
@steph_dalzell @abcnews @abcnewsPerth @whitefangdragon It wasnt Labor that tried to screw him and his colleagues over pay &amp; conditions.,-1
If you have a unique value proposition you can name your own price and be a price setter. Andrew Malarkey #PBN2015,0
Slackbot trolling has meant Ive learned to add a space to B runswick,1
A Full Day Of Pampering With My Wife crownresorts #crownspa #dayspa #spoilthosewhoareloyal https://t.co/c9ZoUvb4Zg,1
Last day. Last sleep. Last if everything.  Power Breaky &amp; home to pack more.  Ope I don't bore you https://t.co/g9DfF6LyDU,-1
"You need to treat a new service like a new product range, monitor its viability and consider what to give up. Jarrod McMaugh #PBN2015",0
Robots everywhere! Me &amp; my robots are right at home #Lastconf http://t.co/waLGxvoTzj,0
@BertVanManen great article in risk adviser today. Thanks for the postive voice for advisers. http://t.co/zjash7465h,1
Student business plan finalists about to present #PBN2015,0
"A few night time shots. I hope you enjoy.  Will post a few more of my fave Vista Shots. Alas, In less https://t.co/4ccZYjq07m",1
If you enjoy Dethklok more than any serious metal you can find what should you listen to?,0
"@mipearson @keithpitt true, but there are still things you can do to make it easier for Google",1
Sleepy cold noon even in library http://t.co/dPSpmOTV9Z,-1
My love to Taylor Swift @ Monash University Caulfield Library https://t.co/UidLvRRVl1,0
Finally... we're here! Hello Melbourne  welcome to our first overseas non-US vacation! sooooooooo https://t.co/0HMlVn2HgW,1
The right tool for the right scenario impressive demo with @drnicnic using Google Glass as a tool to find packages in warehouses,1
Great to see @neil_killick back at #lastconf after a year off. #slicing #noestimates http://t.co/34wO0uMh2p,1
"Wind 1.1 km/h SSW. Barometer 1024.5 hPa, Falling slowly. Temperature 14.9 C. Rain today 0.0 mm. Humidity 79%",0
Not a bad day to visit the Convent ! @theconvent #melbournetreasure #collingwood https://t.co/ekifGLCEdc,1
After a long break Molly is out and about again searching out more Street Art. #streetart #graffiti https://t.co/SiycbzHSm9,0
Really excited about the topic for this panel - narrative! dc_at_home https://t.co/sybKa6d7t2,1
"#nandosfriday &amp; yes I'm having chips! (at @NandosAus in Yarraville, VIC) https://t.co/1FhuI4uPS0",1
I think I win the donut competition though @mootpointer @JonRowe http://t.co/5uZjOAEeCe,1
Trying to tell myself that this is a very good idea http://t.co/FdXWvTdSFo,0
Also incredibly shocked at how much fruit and veg you can get for $50... A LOT,-1
Hello Melbourne. I love it when the clouds are so close you feel like you could reach out and touch them. http://t.co/aSE52fjVDn,1
Three and a half years later &amp; I have a bachelor of psychology  @ https://t.co/essTgNScF2,0
What does peace mean to you? Write on our postcard for our peace wall @ #kewlibrary come to peace day https://t.co/1VVIeW04Ig,0
Apple's News app is a useless piece of crap. http://t.co/vdFBnWxYIV,-1
Just punching myself in the face as you do  On location with @stephane_s_pics &amp; jaynellesmakeup @ https://t.co/y8RBMdhAKw,-1
"@Flansq you're not missing anything. Seriously, it throws up so much crap.",0
"@charliesome on that part, yes, but couldn't be more wrong with the ""you might like"" but.",1
@phillfarrugia there is currently a lot of willpower being exerted to not be devouring the donut until afternoon tea time.,-1
"@jpoh @Flansq yes. A thumbs down is vital. Also a ""do not ever put anything from Murdoch press in my feed"" button.",0
"Wind 2.5 km/h SW. Barometer 1024.0 hPa, Falling slowly. Temperature 15.3 C. Rain today 0.0 mm. Humidity 74%",0
"#seeya 
#holiday 
#byefalicia @ Melbourne International Airport (MEL) https://t.co/F1gGwKQhMb",1
@CraigRowlands3 Thanks. You are welcome!,1
"""Now let me show you the shape of my heart..."" #tbt @ Docklands Victoria Harbour https://t.co/XhGeQiNQSd",1
"Can't RVL implement any new rules every six months or annually, rather than haphazardly &amp; issue information a month b4 changes are enforced",-1
@samtwyfordmoore will be interesting to see if any senior publishers or prominent booksellers will sign #BookCouncil letter,1
"We are happy 'cos it's Friday and we gots the brightest whitest teethies goin' around, thanks to our https://t.co/qPXGohI2Ik",1
@JonRowe @mootpointer I honestly dont know.,0
I think that interview went well. More to come as details emerge.,0
Pose Like A Proclient Mel who took out 1st Place WFF Sports Model at the AWA WFF Bendigo show #awa https://t.co/DygiNO0c6q,1
I can see the end as it begins. #wanderlust #melbourne #australia #spring @ Carlton Gardens https://t.co/Dj75UNqDvi,-1
"Wind 3.6 km/h SW. Barometer 1023.8 hPa, Falling slowly. Temperature 15.7 C. Rain today 0.0 mm. Humidity 71%",0
Glorious roses at South Melbourne Market  @ South Melbourne Market https://t.co/AJVGKGb1uW,1
How to test confidently test in production by @awthorpe &amp; @stevemac. Looking forward to it! #LASTconf,0
Friday is here! Let's kick start this weekend with eye candy then finish it off with man candy https://t.co/cJ9SS8SzD1,1
Horrifically shit week. About to get better - flying to Brisbane for @OzComicCon. Can't wait to meet @KrisHolden_Ried &amp; @thebriankrause :),1
@nickforge xcconfig files Ive heard are a good option.,1
Eyes to big for me belly... Getting my lunch on #cleaneating #happyfriyay #happyholidays #melbourne https://t.co/o0pEPdSiGO,0
@nickforge I would use a CI service or script for that.,0
"Natural redhead w Doritos-strength fake tan. Oh, #chapelst",-1
@Hildebrant Delegate! ,1
"I will go before you, and make the crooked places straight. @ Jollimont Station https://t.co/TvOdxflt0e",0
Mmmm hmmm. Some will never know,0
"If you need a laser pointer to get your audience to focus on parts of your slide, youve got room to improve #yowconnected",0
Before and after. http://t.co/aMz3MXahg9,0
...All that glitters is not gold  ~ I can hardly wait to visit #Melbourne again next January &amp; https://t.co/9lyvDJCIIQ,1
"This weeks winner of most popular lunch item...a very healthy marinated &amp; grilled chicken breast, https://t.co/G30CU8HrA1",0
$$$$$$$ https://t.co/O22QcZ1pGG,1
Homemade goodness to fuel an incredible Aussie. See you tomw Dave! @racearoundaus w #SportsNutrition by @Aftoncahill http://t.co/qjJStUx6lS,1
Love me a quiet gym. #fitness #health #workout #exercise @ Fitness First Victoria Gardens https://t.co/rfJsBBEcVH,1
@KenScambler Thanks! Will listen.,1
Day off and got my priorities in order only left the house to but #CaptainMorgans and spending the whole day in bed watching #Nikita again,1
"What a delicious breakfast @ 
A great way to start the Friday after my morning run. 

What's your https://t.co/yfLDnqyBoU",1
Wollan boys came in and check us out ! Will see you guys on the launch day next Sunday ! #launchday https://t.co/c3jI3xENqN,0
Missing football season is reason enough for me to head on back to the good USofA,0
"Airport security: how's your day?
Me: a bit sad, returning home
Security: Sydney?
Me: nah, Adelaide
Security: I can see why you're sad
-_-",0
What a scary thought to think I'm qualified to do something. #graduandturnedgraduate @ Melbourne https://t.co/EZuzpW0qUA,0
Beautiful 90 year old vine at Quinta Milu in Spain. We will be at blackheartswine on Smith st https://t.co/3851rQkMRe,1
"I love gardens in spring. My hay fever doesn't, though. #flowers #pollen #pretty @ Canterbury Gardens https://t.co/iv8f1X21pI",1
Get your EPiC game face on #LASTconf during afternoon tea. http://t.co/Vwjtnl42BJ,0
A couple of #aussie inspired #floral arrangements for an #citzenship #awardceremony @cityportphillip https://t.co/Y6tghAKY9U,0
Ahhh Melbourne...until we meet again!! GREAT place with even better https://t.co/mKngEX3Pur,1
"I'm sorry, but I don't accept ""my kids are vaxed"" or ""I'm not anti-vax"" as evidence of not anti-vaccine. This is anti-vax 101 #StopAVN",-1
@quamen where can I get some ? //@phillfarrugia,0
"Hey Melbourne friends, who is up for  after work this evening?",1
So excited to be a part of the @RoyalMelbourneShow this year! Come see me at the Winning Tastes https://t.co/vdofzdb48I,1
"@quamen awesome. Let me know where you end up and Ill make my way there, would be 5pm at the earliest though.",1
@DECKHEAD not sure yet but probs 12,0
My Top Record fines Driving in Australia #fines #australia #melbourne  #driving @ Alexandra Parade https://t.co/vbe6Z3YhEq,-1
People who feed white bread to water birds #icemoonprison,0
"Are you spending your time measuring or mattering?

Happiness is not a goal. Its a dividend. Its https://t.co/RmYC4kv8JV",0
@DECKHEAD sweet bro ,1
@savinola talk on code readability and how to be good writers and readers at #yowconnected was simply great. Thanks a lot!,1
"Lunch with baby (@ Izakaya Mizu in Camberwell, Victoria) https://t.co/b46RezBX0P",1
"Fridays: one of my fave days of the week. Ive had a pitch-perfect day so far. Clients, crystal shopping, lunch. And now more clients. :D",1
"A Crisis of Leadership distracts from the bigger problem: we no longer trust, let alone follow, anyone. We have a Crisis of Followership. jc",-1
@Mikespins Doooo it,0
@iamdiddy: Haaaaaaa lol #tbt #BlueDot @revolttv http://t.co/T5gGROI2pR,1
"Took just 18 mins @Melair from cab door through checking in, security and immigration to the @Qantas lounge! Result!",1
Heading to San Diego for @Q1Productions Medical Device Sales Training and Development Conference! Should be an interesting trip! #Q1MDDST,1
. @Gaetano_Prestia @Ben_Salter @VOOK64 on Wii U? Then yeah he's totally correct,0
Another awesome audience for our #YowConnected presentation on smartwatches. Thanks!,1
"#GetYourZigOn damoforce

Mac and cheese pattie!!! Dem friday feels got me itching for that burger https://t.co/pgCqdEaYRr",1
"Awesome Blanc de Noirs 70% Pinot Meunier growers Champagne on by the glass, delicious! $23 a glass. http://t.co/AdkauRIr9s",1
.@SarahReed's extraordinary photography gear almost as high as her! #legend #weflyasone #AFLfinals #AFLHawksCrows http://t.co/Xq6NsH18zQ,1
@solwat bbq is best,1
Pleasure meeting this legend today @dannygreenboxer #thegreenmachine - WA represents  #dannygreen https://t.co/QQhigoK4Bs,1
Wow. So glad we dumped him. https://t.co/nTIN1BWy1W,1
"Apparently 85,000+ tickets have already been sold for tonight's match. Might be the biggest Crowd Adelaide's ever played in front of.",1
Beautiful backdrop for a game of tennis @ Crown Towers https://t.co/qc0WBRUReR,1
"@JamesM_Deg Okay, can you recommend someone? Whoever took away your drivers licence will be fine.",0
"@JamesM_Deg Im sick of talking to you, can you put one of your great grandkids on instead?",0
@JamesM_Deg Theyre still trying to prove that yours ever existed.,0
#RNBTop99 all these songs take me back to my old limewire playlist,0
we are taking over !!! @ Crown Night Club https://t.co/mnfzZJ739V,1
"Bouquet of Hydrangea, native Australian flower.  #hydrangea #australia #latteart #love #coffee https://t.co/LUuIQFPbot",1
We're teaming up with some of Melbourne's best restaurants to raise money for @secondbite_org with https://t.co/JPmx4fBOHo,0
"Pickedmultipass over almost nude Leeloo, also got mini #Quicksilver,#ScarletWitch and #AntMan! @ https://t.co/kjvR6BiYaZ",0
"@JamesM_Deg You laugh (or wheeze), but thats pretty accurate.",0
Beautiful / confusing complexity diagram by simonhasan https://t.co/VptAQm83Ul,0
Pretty golden stacks! In #Camberwell thanks to @randomhouseau #ottolenghi #NopiCookbook http://t.co/UfSK90cwh0,1
A jarring change between songs. Not good when listening to Jazz. :(,-1
@JamesM_Deg It wasnt very memorable.,0
"Rock your ""lived"" in hair.
It's never too late to embrace your natural glow.
It's as easy as https://t.co/0frMlL81QD",0
"For my favourite Molly/Tonks love-child, @thewildgoose  https://t.co/z8cHaUiecj",0
Trying to kill 3 hours with the right poison  for my 7pm flight to Sydney.,1
"@sj_bowden Bebe, Darling!",1
Bargain Chateau Barde Haut 2003 St Emilion Grand Cru drinking beautifully. Merci @bellotawinebar https://t.co/W5sXk9HAH2,1
A Sleeping Beauty moment | First time at the ballet for my ballerina || @theausballet @artscentremelb https://t.co/YJXXqbDTQS,1
To sip on champagne and eat finger sandwiches while celebrating the Melbourne Cup at Como House is https://t.co/Vav89ZuJ3i,1
I don't want Marni honey I want love !! Sexy Marni ankle boots have just hit the Haus of Eurotrash .. https://t.co/Gvm6X0UiKR,0
Awesome upmarket Malaysian cuisine in Camberwell at Masak Ku. Soft shell crab was a highlight. https://t.co/f0P2BFFAMf,1
"Any specials tonight? Absolutely, 300gm grass-fed Black Angus Porterhouse steak from Cape Grim TAS, https://t.co/pYebMwxbhV",1
This is number 1 off the block @WorldofDub To the victor go the spoils! May the beats be with you. ,0
"I'm blue da ba dee da ba die
#tbt / #fbf : austinburrrrr @ National https://t.co/Qu7lpw50i2",-1
I can never get tired of looking at this lovely print by inaluxe so much love for their work. Happy https://t.co/P73VVLLtx2,1
"@samtwyfordmoore @thebooksdesk true, but not their boss ",0
"This was phoooo delicious!! 
Rare beef pho from masterrollvietnam, the best on a cold day! https://t.co/yAntaEH2Nb",1
@liamrileycb you're just so cute liam so perfect and beautiful at the same time,1
@paigecardona he's no good,-1
Stuck waiting for a plane but thank you to @Qantas for puttting safety 1st and getting us off a broken plane.,1
"Another great day at the Seabaths, come down and have a swim or relax beachside #sun #canon750d https://t.co/hcKg8kHSHu",1
"Wind 2.5 km/h WSW. Barometer 1022.9 hPa, Falling slowly. Temperature 16.1 C. Rain today 0.0 mm. Humidity 73%",0
@Mattys123 plus our team has no hope to win it,-1
"I'm at Home  Edgewater Boulevard in Melbourne, Vic https://t.co/Y6fmz2B5bc",1
"Squid ink spaghettini, Aqua pazza, pick crab ands fried soft shell crab @ Mister Bianco https://t.co/OYbh4Jhoy5",0
@Mattys123 but we have never been expected to do well in that,-1
"Oh hey now. So games on the Apple TV cant require a game controller to play, BUT the remote IS a sort of controller. http://t.co/5HfkdD3QIi",0
@Mattys123 thats a very good point,0
"Change is the point. It's what we seek to do to the world around us.
Change, actual change, is hard https://t.co/WBRaNhqV6Q",0
@rebenjamint how about you just don't write yourself off?????,0
"OMG WHHHAAATTT again 

#louisvuitton #louisvuittonaddict #louisvuittonlover https://t.co/8gihsoWLsv",-1
@rebenjamint Yummy. Feel free to write yourself off on that. You can dress me as a hotdog if you want ,1
@chantarelle dropped in with her beautiful #crochet blanket. So big we can't get it all in one photo! https://t.co/D5HQCaA3Mi,0
@OhMDee @andrew88fields See thats fucked up; not so much when I was suspended for appropriating slabs of  after a school dinner with mates,1
@MrJesseRoss But it is a priority *waves hand*,0
Life update: I love my new house so much. I love contributing to it and arranging things and it's clean and bright. I love to cook in it.,1
@drewsheldrick Congratulations x,1
Today I'm being old fashioned and sending  real letters  from work! #oldschoolemails #vinomofo #post https://t.co/9G5PBpebSj,0
This is a brilliant update! https://t.co/suHaWZZlz0,1
"Steph is a lovely housemate; every time I try to do something she's already done it, she buys me presents and watches the Block with me",1
"I'm frickin excited to start my new job and I'm excited about the future of my career, home, and life with my partner",1
14 months ago my boys from melbournemoonshine dropped us off their first cook up of Sour corn mash https://t.co/OoGucTty4j,0
"Posi Friday vibes, love you babes ",1
PJ O'Briens #wp8au drinks at Southbank tonight from 5:30 folks. @andrewtechhelp flying down from QLD just for this!  drop in for a drink,1
"Wind 2.5 km/h WSW. Barometer 1022.6 hPa, Falling slowly. Temperature 16.1 C. Rain today 0.0 mm. Humidity 70%",0
Nutella and Fresh strawberry with our hot fresh crepe is our contribution to a bit of sunshine today https://t.co/kiFcdEJqRD,0
Few Crows fans in the Corner hotel flying as one over a frothy!,0
Yasmin Masri brings a textiles aesthetic to collaboration &amp; conversation https://t.co/XisizOSmpk,0
"I can find NOTHING to wear tonight (@ Spencer Outlet Centre in Docklands, VIC) https://t.co/BikSVHpkbg",-1
Starting Work in the morning first time getting out of bed before 11am in over 3weeks. Thank fuck sick of been a lazy cunt.#oz ,-1
" excited to come out on the edge 
#TheEdge #Eureka @ Eureka Skydeck 88 https://t.co/BiqTEpKAJe",1
Setting up for tonight's @dustintebbutt show at the corner &amp; @alex_bennison_ is already panicking  https://t.co/z9SN08zOHi,1
"Wanna teach #Twerking at your studio? 
Yass! You are now welcome to complete our Intensive Twerk https://t.co/C0iUEUuPDm",1
"curious small person asking mother endless questions: what is glass made of sand nooo, youre kidding me!",0
"Wind 1.1 km/h WSW. Barometer 1022.7 hPa, Falling slowly. Temperature 14.7 C. Rain today 0.0 mm. Humidity 76%",0
"@samtwyfordmoore now then, where would @asauthors find a highly qualified, currently unemployed young candidate. Eh?",0
"Friday means FRIYAY and this wall literally is everything that YAY and awesome is 

A huge https://t.co/Lpt5wNrM26",1
"NS kicks hard in this one, super dank for a golden ale. That's not a bad thing.... (Golden Ale) http://t.co/MZQKSYxXc8",0
Epic way to end the week  muscleandboneclinic with laurahensh @ Muscle &amp; Bone Clinic https://t.co/Yp7nnrY0NQ,0
@TheCowlicker so jealous!,-1
My slides for my 7 habits talk can be found at: http://t.co/gszk2HfL2H #lastconf,0
@Mechanomancy I fucking hate that acronym.,-1
I was so honoured to have used this Earthworks SR25 on my Alto today. MIND BLOWING! earthworksaudio https://t.co/bhKU03dSfc,0
Decided to climb a hill and found this at the top. Nice :) @ Darebin Parklands https://t.co/2ufD20SjOI,1
"Thanks #yowconnected crowd for the positive feedback on my talk 

And thanks SourceKit for crashing only 3 times",1
"@Mechanomancy not bad man, but I'm struggling to find a bag to match my plaid shirt  

Sent from Viren's iPhone",0
"@Mechanomancy can you hook me up with some of those limbs, in Space Grey?",0
It took me a minute to find my phone to snap a pic but #freepourfriday got me going! @thecoffeefusion https://t.co/otoP5cellF,1
"Unicorn Blood it's wild  @tealecoco 
 #BTS with @ShotographySean &amp; hairbyjessiemcallister  https://t.co/MKIlK54d40",1
"We love seeing violeta_perez loving  her new makeup 
Morphe palettes &amp; a jeffree star lippie in https://t.co/V8nsHFle7L",1
"Friday late lunch early dinner  at the local, yummy sardines, polenta crusted whitebait and Romesco https://t.co/x8TCUTVd8J",1
"Do you have your 35 P palette yet? 
New goodies from myself &amp; the boyfriend  The @morphebrushes https://t.co/sEyDpfVPhr",1
"Nice selection  @beautywanderer 
Today's face features.
#bbloggers #bbloggersau #bbloggersoz https://t.co/IVTJEyhKdP",1
"Haircuts and shit! (@ Eureka Rebellion Trading in Collingwood, VIC) https://t.co/khKfLe4NRX",-1
"@ZacDavies sadly, David jones is the closest we have.",-1
Use lipstick as blusher  looks good yes  get your #glossigirlcosmetics  from @makeupnet https://t.co/ck2mpHmBLV,1
"Chorus of ""Can't feel my face"" sounds a bit like that whistle in the McDonald's ads #hmm",1
@alaero @ZacDavies Im still devastated that I missed that :-(,-1
This is the first cat Tiger he's a real kisser @LeviKarterCB http://t.co/BNY4nGKhpV,1
"Rugby World Cup and not a peep in Australia, for a sport loving county you are weird with international events.",-1
doing an impression of a Yorkshire pudding in the office #firsttimeforeverything - probably should go home now,0
Looking forward to a sleep in and breakfast at home this weekend... Thanks for the inspo https://t.co/N1dRDwAfGE,1
@jazzychad thats what was driving me crazy. Couldnt put my finger on it before.,-1
@ElPrezAU @ehronlime WAAAH Why am I locked in a theatre for 2 days ;.;,-1
@jazzychad also my fingers keep missing the lower case letters. Uppercase letter forms provide nice uniform targets.,-1
Happy Friday everyone @ Melbourne General Cemetery https://t.co/cDI3nBuO4o,1
"Wind 1.1 km/h SW. Barometer 1023.1 hPa, Steady. Temperature 14.1 C. Rain today 0.0 mm. Humidity 83%",0
"Happy Friday! 
A teaser to whats install tomorrow. CRUFFIN with the STUFFIN! 
Caramel cheesecake whip https://t.co/CLD5ARfCUw",1
"@philip_charles Have you played one if his earlier games, Succulent? http://t.co/JNm7VsoLLt worth it",1
Made the innocent mistake of ringing back a missed call number that turned out to be a telemarketing company #rookiemistakes,0
"My old family home...
I can barely recognise it 
#family #raabe https://t.co/06R7xU8c2P",-1
"Dinner with my gorgeous sister in law at Miyako Japanese Restaurant before the Ballet ""sleeping https://t.co/tcgNx8SkHp",1
Blueberry and honey breakfast ale. Nice.... - Drinking a Blue Balls by @moondogbrewing @ Moon Dog Brewery   http://t.co/1nATxaRmor,1
Nerd Advice: pls pls pls make sure you have a backup globe gore going up to iOS 9 because I had 25 people whos updates failed today,-1
"current weather in Melbourne: mostly cloudy, 12C
72% humidity, wind 16km/h, visibility 10km, pressure 1015mb steady",0
Car selfie! Heading off the judge the Miss Tourism Australia Competition! Looking glam thanks to the https://t.co/RRggNl98Pd,1
"Weird flight path, but the snow covered mountains of Victoria look very nice from up above.  http://t.co/YrrGHGikYP",1
"Ok, so this is home for the next few weeks, #stkilda #stkildabeach #melbourne @ St Kilda Beach https://t.co/SeTxMLwuFs",0
Diving into the realities of curating contemporary art with Carol Yinghua https://t.co/ReApthIXLf,0
"House made crumpets with ricotta, berries and orange syrup. #brunchbaby @ Code Black Coffee Roasters https://t.co/BCJvFxecBX",1
Like a maltier Nukey Brown without the oxidation. Would love to see a S&amp;W take on... (Forefathers) http://t.co/ntVgvZuVJI,0
@pastelwinter I'm now get better la. Get well soon na ,1
Carol Yinghua Lu giving insights on new models for contemporary curatorial practice @ArtsUnimelb,0
"BLINDFOLDED. Yup, talk about sensation(al). Just your typical lululemonausnz design meeting  https://t.co/C2804LsBLv",1
"Contemporary curating, an inherently creative process? @ArtsUnimelb #artcuratorshipnow&amp;beyond",0
Bar snack and hard liquor in one wonderful package. That is the Bacon Sour. This is Friday night https://t.co/PP24byZYDE,1
Should start scheduling Friday afternoon catchups at the departure lounge. Seems to be the only place I catch up with Melbourne people now ,1
Alarm set for 5am to see @EnglandRugby take on Fiji!! Too excited. Will be cheering loud from Melbourne boys  #carrythemhome #RWC2015,1
"Can anyone recommend a yum cha restaurant the sells midori? By the bottle or glass, either or",0
"Checking out the new asian food area on level 1 (at @Highpoint_ Shopping Centre in Maribyrnong, VIC) https://t.co/xlVzcEC45x",0
The shit thing about coming home earlier is the taxi queue at Melbourne,-1
Very excited to see #twilight and I don't mean sparkly teenagers https://t.co/cNLWggNvf2,1
Gorgeous light tonight #twilight #summeriscoming #melbourne @ ANZ Centre https://t.co/JuY4SSwtCK,1
"Sun goes down, life moves on..!!!
Ain't it the nature what makes our https://t.co/ZT1GWCZx1n",0
Cabbie and I are bonding over our Pebble watches. ,1
Hate shopping at @Coles Express on Flinders Street. Never ever has the stuff I need and it's always crowded. Always! ,-1
May have just put a deposit on a bike. Every day is new bike day!  #nplusone,0
@missjessieleex ahhh Jessie you're the sweetest ,1
"Wind 3.6 km/h SSW. Barometer 1023.4 hPa, Rising slowly. Temperature 13.5 C. Rain today 0.0 mm. Humidity 82%",0
@decryption yeah I know. Probably should have popped over for the stuff I can't find. But I left in rage and forgot about that Woolies.,0
"Here as a family representative for 2hrs.
Kill me. (@ Catholic Regional College, Sydenham in Sydenham, VIC) https://t.co/YK95XRFWgj",-1
"After a tough week, it's time for a rest this weekend. It's a dogs life!!!! #lovemelbourne #bulldogs https://t.co/rndofjvhwC",-1
"How can a 'puppet man' be so inappropriately funny? Trust us, he is. We love this purple dude! https://t.co/yEgQlosp16",1
Great week at the @VeAus_NZ Melbourne office! Off to the footy at the MCG tonight! http://t.co/XaFT1zMJmi,1
"This weekend's Frenchy special is savoury: Brioche with the first spring asparagus, bacon, pine nuts, https://t.co/6c2xErnTjx",0
I have such a fever I could melt the damn iceberg that sunk the titanic,-1
Breaking dried string pasta is like cutting my toenails. There's always a chance of me losing an eye from a flying projectile.,-1
Great dessert tonight at a25_espresso with mizkatharina off to theatre now @ A25 https://t.co/MrMPh9uiK9,1
"Thank God for a beautiful Friday. Done with assignments and I hope it goes well  ""I can all things https://t.co/Fr6ruaVE9r",1
"Smoked calamari, pickled vegetables, blood lime, citrus yoghurt huxtabler @ Huxtable https://t.co/x7nUhIqb5u",0
Cant wait to get our smoke on next week at @camplexer: https://t.co/niWmzxrs0N,0
"After all that whinging, I made it back to Zone One!",0
@sir_tilbrook have a good flight. Was great to meet you ,1
@taybenlor you bastard. Hope you have a lot of fun with it though while the rest of us wait for general availability.,-1
"Wind 1.1 km/h SW. Barometer 1023.5 hPa, Rising slowly. Temperature 13.1 C. Rain today 0.0 mm. Humidity 82%",0
You may not know already but Kilbreda was the real MVP today and rented https://t.co/47F2ce109M,1
"Happy birthday Emma, hope you enjoy your netball cake!
#icecreamcake #icecream #birthdaycakeshop https://t.co/KQ0gGVgnje",1
"Joe is fucken slow as hell tonight (@ Joes Fish And Chips in Brunswick West, VIC) https://t.co/sfmVWAn2PJ",-1
"Getting ready for the party!! (@ Nicholson Gardens in Fitzroy, VIC) https://t.co/7T9C6Qy3EW",1
I miss Japan. :(,-1
@MattJWitherow @Spotify so good. Monday is like amazing,1
